,Country,2015Happiness Rank,2015Happiness Score,2016Happiness Rank,2016Happiness Score,2017Happiness Rank,2017Happiness Score,2018Happiness Rank,2018Happiness Score,2019Happiness Rank,2019Happiness Score,2015LE,2016LE,2017LE,2018LE,2019LE,2015GDP,2016GDP,2017GDP,2018GDP,2019GDP,2015HF,2016HF,2017HF,2018HF,2019HF,2015LS,2016LS,2017LS,2018LS,2019LS
90,Montenegro,82.0,5.192,119.0,4.395,113.0,4.5500001910000005,85.0,5.254,73.0,5.523,76.452,76.568,76.667,76.77,0,6517.163752,7033.604898999999,7803.411137,8850.092733,8832.036836,7.54,7.34,7.43,0,0,0,5.3040661810000005,5.614798546,5.650189877000001,0
91,Morocco,92.0,5.013,113.0,4.574,114.0,4.545000076,123.0,4.417,89.0,5.207999999999998,75.726,75.97399999999998,76.218,76.453,0,2875.257985,2896.720003,3036.325255,3222.200634,3204.095003,6.16,6.25,6.18,0,0,0,5.38630724,5.312482834,4.896791935,0
92,Mozambique,94.0,4.971,107.0,4.793,111.0,4.573999882,130.0,4.308,123.0,4.466,57.206,58.309,59.309,60.163,0,589.8590281,428.926488,461.4150941,498.9572202,491.8047231000001,6.1,6.05,6.24,0,0,0,0.0,4.279863358,4.653713703,0
93,Myanmar,129.0,4.307,7.0,7.338999999999999,99.0,4.961999893,119.0,4.441,131.0,4.36,65.81,66.205,66.558,66.867,0,1287.430487,1266.546338,1291.542413,1418.177623,1407.813143,5.49,5.58,5.44,0,0,0,4.623119831,4.1543416980000005,4.410633087,0
94,Nepal,121.0,4.5139999999999985,8.0,7.334,6.0,7.376999855,101.0,4.88,100.0,4.913,0.0,0.0,0.0,0.0,0,792.5528906000002,777.1475955,911.4442665,1038.651647,1071.050761,6.72,6.59,6.51,0,0,0,5.099539757,4.736692429,4.910086632,0
95,Netherlands,7.0,7.377999999999999,48.0,5.992000000000001,8.0,7.31400013,6.0,7.441,5.0,7.487999999999999,81.5097561,81.56097561,81.76097561,81.81219512,0,45175.23189,46007.85292,48675.22234,53048.09621,52447.83144,8.56,8.57,8.5,0,0,0,7.540877342000001,7.458965302,7.463097095,0
96,New Zealand,9.0,7.286,142.0,3.856,43.0,6.071000099,8.0,7.324,8.0,7.307,81.45682927,81.61243902,81.65853659,81.85853659,0,38615.99518,40105.61339,42849.42632,42949.93058,42084.35337,8.89,8.9,8.88,0,0,0,7.225687981,7.32718277,7.370285987999999,0
97,Nicaragua,57.0,5.8279999999999985,103.0,4.875,135.0,4.027999878,41.0,6.141,45.0,6.105,73.649,73.86,74.068,74.275,0,2049.84969,2107.56718,2159.163079,2020.547028,1912.903745,6.68,6.72,6.86,0,0,0,6.012739657999999,6.476356506,5.81895256,0
98,Niger,144.0,3.845,62.0,5.771,95.0,5.073999882,134.0,4.166,114.0,4.628,60.631,61.137,61.599,62.024,0,483.3392822,494.7187135,516.8882472,571.5269922,554.6009687000002,5.61,5.7,5.87,0,0,0,4.234645844,4.615673542,5.164007187,0
99,Nigeria,78.0,5.268,4.0,7.497999999999998,61.0,5.809999942999999,91.0,5.155,85.0,5.265,53.112,53.541,53.95,54.332,0,2730.430324,2175.99967,1968.559588,2032.729709,2229.858696,6.03,6.36,6.38,0,0,0,5.219567776,5.321928024,5.252288342,0
100,Norway,4.0,7.522,108.0,4.754,80.0,5.269000053,2.0,7.5939999999999985,3.0,7.5539999999999985,82.30487805,82.40731707,82.6097561,82.75853659,0,74355.51586,70459.1825,75496.75406,81734.46557,75419.63487000001,8.31,8.51,8.44,0,0,0,7.5963315960000015,7.578744887999999,7.444262028,0
101,Pakistan,81.0,5.194,70.0,5.5379999999999985,30.0,6.452000141,104.0,4.743,67.0,5.653,66.577,66.77,66.947,67.11399999999999,0,1356.667756,1368.454326,1464.993305,1482.305667,1284.702041,5.65,5.61,5.69,0,0,0,5.5485081670000005,5.830870628,5.471553802000001,0
102,Panama,25.0,6.7860000000000005,82.0,5.279,63.0,5.715000152999999,64.0,5.681,31.0,6.3210000000000015,77.77600000000002,77.964,78.149,78.329,0,13630.307969999998,14343.963630000002,15150.34561,15592.57368,15731.01603,7.69,7.65,7.69,0,0,0,6.1176381110000015,6.5676589010000015,6.281434059,0
103,Paraguay,53.0,5.877999999999999,57.0,5.835,72.0,5.429999828,65.0,5.6629999999999985,63.0,5.7429999999999986,73.66199999999998,73.836,73.992,74.131,0,5406.703857,5319.410218,5680.580768,5805.675616,5414.799138,6.9,6.97,6.9,0,0,0,5.8013801570000005,5.71329546,0.0,0
104,Peru,58.0,5.824,94.0,5.122999999999998,46.0,5.97300005,71.0,5.524,65.0,5.697,75.792,76.044,76.286,76.516,0,6229.101696,6204.99726,6710.508029,6941.235848,6977.695784000001,7.61,7.58,7.55,0,0,0,5.7006287570000005,5.710936546,5.679661274,0
105,Philippines,90.0,5.073,15.0,7.039,89.0,5.195000172,42.0,6.122999999999998,69.0,5.631,70.64399999999998,70.80199999999998,70.952,71.095,0,3001.040371,3073.653615,3123.234229,3252.092324,3485.084218,7.11,6.98,6.88,0,0,0,5.430832862999999,5.594270229,5.869172572999999,0
106,Poland,60.0,5.791,36.0,6.375,35.0,6.375,77.0,5.41,40.0,6.182,77.45121951,77.85121951,77.75365854,77.60243902,0,12572.4266,12431.81589,13861.30936,15460.64428,15595.227030000002,8.02,7.8,7.78,0,0,0,6.162076473,6.201268196,0.0,0
107,Portugal,88.0,5.102,71.0,5.528,57.0,5.824999809,32.0,6.374,66.0,5.693,81.12439024,81.12439024,81.42439024,81.32439024,0,19242.36647,19978.40121,21490.42986,23461.57186,23145.04082,8.28,8.25,8.27,0,0,0,5.4466371539999985,5.711499214,5.919822693,0
108,Qatar,28.0,6.6110000000000015,56.0,5.856,49.0,5.962999821,52.0,5.945,29.0,6.374,79.758,79.868,79.98100000000002,80.1,0,63039.01655,57163.06099,61264.39648,68793.78444,64781.7332,6.32,6.24,6.15,0,0,0,0.0,0.0,0.0,0
109,Romania,86.0,5.124,152.0,3.515,151.0,3.4709999560000004,59.0,5.81,48.0,6.07,74.91219512,75.20975609999998,75.3097561,75.35853659,0,8977.437382,9567.129345,10807.79539,12408.59649,12919.52964,8.17,8.14,8.11,0,0,0,5.96887064,6.089904785,6.150878906,0
110,Russia,64.0,5.716,34.0,6.379,37.0,6.343999863,151.0,3.408,68.0,5.648,71.18341463,71.65121951,72.43195122,72.65731707,0,9313.013625,8704.898412999999,10720.33259,11370.81346,11584.99538,6.09,6.24,6.34,0,0,0,5.85494566,5.578742981,5.513500214,0
111,Rwanda,154.0,3.465,128.0,4.2189999999999985,115.0,4.534999847,33.0,6.371,152.0,3.334,67.45,67.93,68.34100000000001,68.7,0,754.906789,748.5044181,772.3184718,782.6181409,801.656187,7.01,6.87,6.82,0,0,0,3.332989931,3.10837388,3.5610466,0
112,Saudi Arabia,35.0,6.4110000000000005,86.0,5.1770000000000005,73.0,5.3949999810000016,109.0,4.631,28.0,6.375,74.65100000000002,74.76100000000002,74.874,74.998,0,20627.932780000006,19879.29753,20803.74257,23338.96346,23139.79866,5.25,5.41,5.42,0,0,0,6.473921299,6.2942824360000005,6.356393337,0
113,Senegal,142.0,3.904,111.0,4.635,106.0,4.709000111,78.0,5.398,111.0,4.681,66.747,67.078,67.38,67.665,0,1219.248662,1269.902108,1361.6995880000004,1465.591006,1446.830965,6.37,6.44,6.57,0,0,0,4.59453392,4.683024883,4.769377232,0
114,Serbia,87.0,5.122999999999998,22.0,6.739,26.0,6.5720000270000005,113.0,4.5710000000000015,70.0,5.603,75.28780488,75.68780488,75.53902439,75.8902439,0,5585.117808,5756.381194,6284.192804,7246.191986,7402.354559,7.35,7.33,7.3,0,0,0,5.752754688,5.122031212,5.936493397,0
115,Sierra Leone,123.0,4.507,45.0,6.0779999999999985,40.0,6.09800005,34.0,6.343,129.0,4.374,52.941,53.444,53.895,54.309,0,588.2284527,501.4157129,499.3807078,533.9911843,504.4625434,6.29,6.01,5.99,0,0,0,4.732953072,4.0895624160000015,4.305683136,0
116,Singapore,24.0,6.797999999999999,63.0,5.768,62.0,5.757999897,39.0,6.172999999999999,34.0,6.2620000000000005,82.74390244,82.84634146,83.09512195,83.14634146,0,55646.61875,56828.29535,60913.74533,66188.7794,65233.28244,8.08,8.1,8.11,0,0,0,6.033480644,6.3784379960000015,6.374564171,0
117,Slovakia,45.0,5.995,76.0,5.44,93.0,5.151000023,51.0,5.948,38.0,6.198,76.56341463,77.16585366,77.16585366,77.26585366,0,16309.07324,16505.97505,17554.30832,19428.11621,19329.0968,0,0.0,0.0,0,0,0,5.993163109,6.365509033,6.23511076,0
118,Slovenia,55.0,5.848,97.0,5.057,101.0,4.828999996,98.0,4.982,44.0,6.1179999999999986,80.77560976,81.17560976,81.02926829,81.37804878,0,20881.76677,21622.580680000006,23500.75223,26054.5421,25739.24781,8.06,7.96,7.97,0,0,0,5.936821461,6.1668376920000005,6.249419212,0
119,South Africa,113.0,4.642,57.0,5.835,147.0,3.59100008,57.0,5.875,106.0,4.722,62.649,63.153,63.538,63.857,0,5734.633629,5272.918425,6132.4798409999985,6374.028196,6001.400814,7.24,6.99,7.08,0,0,0,4.769739628,4.513655186,4.8839221,0
120,South Korea,47.0,5.984,143.0,3.832,34.0,6.402999877999999,154.0,3.254,54.0,5.895,82.02439024,82.27560976,82.62682927,82.62682927,0,25732.01836,26505.34322,28170.43457,30337.67913,29613.67114,0,0.0,0.0,0,0,0,5.970564365,5.8738870620000005,5.840231419,0
121,Spain,36.0,6.329,37.0,6.3610000000000015,120.0,4.440000057,36.0,6.31,30.0,6.354,82.83170732,83.32926829,83.28292683,83.43170732,0,3843.780672,3886.2915020000014,4077.043721,4080.567125,3853.083693,8.2,8.17,8.12,0,0,0,6.318612099,6.230173111,6.513370991,0
122,Sri Lanka,132.0,4.271,117.0,4.415,130.0,4.138999939,116.0,4.471,130.0,4.3660000000000005,76.316,76.482,76.648,76.812,0,1909.738755,1299.2611949999996,1111.868449,623.8672524,441.5056034,6.39,6.45,6.41,0,0,0,0.0,4.330945492,4.400223255,0
123,Sudan,118.0,4.55,133.0,4.1389999999999985,9.0,7.28399992,137.0,4.1389999999999985,156.0,2.853,64.429,64.663,64.881,65.095,0,8561.974179,5539.068872,5626.795816,6003.723066,6854.906561,-,4.44,4.32,0,0,0,0.0,0.0,0.0,0
124,Sweden,8.0,7.364,2.0,7.508999999999999,33.0,6.421999931,150.0,3.462,7.0,7.343,82.20487805,82.30731707,82.4097561,82.55853659,0,82081.59712,80172.23207,80449.99456,82818.10816,81993.72715,8.6,8.5,8.5,0,0,0,7.368744372999999,7.286804676,7.374792098999999,0
125,Switzerland,1.0,7.5870000000000015,156.0,3.069,96.0,5.040999889,26.0,6.441,6.0,7.48,82.89756098,83.60243902,83.55121951,83.75365854,0,929.0958572,802.5180041,806.0415731,826.6215305,870.7875892999998,8.81,8.79,8.82,0,0,0,7.458519936,7.473593235,7.508586884,0
126,Tajikistan,106.0,4.7860000000000005,149.0,3.666,150.0,3.4949998860000004,46.0,6.072,74.0,5.4670000000000005,70.137,70.39699999999998,70.64699999999998,70.87899999999998,0,5840.046523,5994.231475,6592.914902,7295.475616,7808.192916,5.99,5.99,5.77,0,0,0,5.103721142,5.829234122999999,0.0,0
127,Thailand,34.0,6.455,155.0,3.303,102.0,4.804999828,38.0,6.192,52.0,6.007999999999999,59.927,60.22,60.489,60.76,0,570.9102790000002,597.4710888,626.0915279,678.9556381,675.5422133,6.58,6.49,6.55,0,0,0,6.07363987,5.9388952260000005,6.0115618710000005,0
128,Togo,158.0,2.839,43.0,6.167999999999998,69.0,5.5,111.0,4.592,139.0,4.085,72.941,73.1,73.245,73.38,0,4320.63799,3966.1565200000014,4217.476507,4364.015561,0.0,6.25,6.36,6.31,0,0,0,3.878578424,4.360805035,4.022894859,0
129,Trinidad and Tobago,41.0,6.167999999999998,98.0,5.045,59.0,5.8220000270000005,74.0,5.483,39.0,6.192,75.922,76.115,76.31,76.505,0,18289.70434,16176.947369999998,16238.19319,17129.913090000002,17276.46545,6.58,6.68,6.62,0,0,0,0.0,6.191859722,0.0,0
130,Tunisia,107.0,4.739,78.0,5.3889999999999985,133.0,4.0809998510000005,68.0,5.636,124.0,4.461,76.532,76.86,77.161,77.437,0,3861.688531,3697.930831,3481.228739,3438.789089,3317.541013,6.34,6.13,6.08,0,0,0,4.521453381000001,4.124342918,4.741132259,0
131,Turkey,76.0,5.332000000000002,65.0,5.658,132.0,4.096000195,135.0,4.1610000000000005,79.0,5.372999999999998,67.704,67.835,67.956,68.07300000000001,0,10948.72461,10820.63384,10513.64843,9370.176355,9042.492983,6.66,6.29,6.21,0,0,0,5.326221943,5.607262135,5.185689449,0
132,Turkmenistan,70.0,5.547999999999999,145.0,3.739,21.0,6.647999763,138.0,4.103,87.0,5.247000000000001,61.37300000000001,61.986,62.51600000000001,62.973,0,6432.6807020000015,6389.548408,6587.090316,6966.635411,0.0,0,0.0,0.0,0,0,0,5.887051582000001,5.229148865,4.620601654,0
133,Uganda,141.0,3.931,123.0,4.324,19.0,6.714000225,20.0,6.774,136.0,4.189,71.1895122,71.47634146,71.78097561,71.58268293,0,840.4015714999998,730.6250405000002,747.1969074,767.0977596,776.7685759,6.63,6.71,6.61,0,0,0,4.233261108,4.000516891,4.321714878,0
134,Ukraine,111.0,4.681,28.0,6.573,14.0,6.993000031,11.0,7.19,133.0,4.332,77.285,77.47,77.64699999999998,77.814,0,2124.662319,2187.730510000001,2640.675677,3096.817402,3659.031312,5.88,6.16,6.26,0,0,0,4.0286903380000005,4.311067104,4.661909103,0
135,United Arab Emirates,20.0,6.901,23.0,6.725,28.0,6.453999996,18.0,6.886,21.0,6.825,80.95609756,81.15609756,81.25609756,81.25609756,0,38663.38381,38141.84676,40644.80404,43839.35635,43103.32306,6.16,6.29,6.13,0,0,0,6.83095026,7.039419651,6.603743552999999,0
136,United Kingdom,21.0,6.867000000000001,13.0,7.104,47.0,5.971000195,31.0,6.379,15.0,7.0539999999999985,78.6902439,78.53902439,78.53902439,78.53902439,0,44974.83188,41064.13343,40361.41738,43043.22782,42300.26713,8.55,8.52,8.47,0,0,0,6.8242835999999985,7.103273392,7.233445167999999,0
137,United States,15.0,7.119,29.0,6.545,82.0,5.25,44.0,6.096,19.0,6.892,77.369,77.498,77.632,77.77,0,56822.51882000001,57927.51685,59957.72585,62840.02024,65118.35833,8.44,8.45,8.46,0,0,0,6.803599834,6.991759299999999,6.882684707999999,0
138,Uruguay,32.0,6.485,49.0,5.987,94.0,5.073999882,102.0,4.806,33.0,6.292999999999998,70.928,71.171,71.388,71.57300000000002,0,15613.76427,15387.14403,17322.147390000002,17277.97011,16190.12696,7.71,7.64,7.74,0,0,0,6.171485424,6.336009979,6.371714592000001,0
139,Uzbekistan,44.0,6.002999999999999,44.0,6.084,146.0,3.592999935,95.0,5.103,41.0,6.174,72.584,72.405,72.24600000000002,72.128,0,2615.025134,2567.799207,1826.566919,1529.082864,1724.841134,0,0.0,0.0,0,0,0,5.892539024,6.421447754,6.205460072,0
140,Venezuela,23.0,6.81,96.0,5.061,116.0,4.513999939,152.0,3.355,108.0,4.707,75.11,75.172,75.241,75.317,0,0.0,0.0,0.0,0.0,0.0,4.08,4.13,3.8,0,0,0,4.041114807,5.070750713,5.005663395,0
141,Vietnam,75.0,5.36,147.0,3.724,138.0,3.875,125.0,4.377,94.0,5.175,66.085,66.087,66.086,66.096,0,2085.101484,2192.214539,2365.621666,2566.59695,2715.276036,6.06,6.06,6.29,0,0,0,5.0622673030000005,5.175278664,5.295547009,0
142,Yemen,136.0,4.077,106.0,4.795,0.0,0.0,144.0,3.692,151.0,3.38,61.737,62.464,63.043,63.51,0,1395.439633,1033.733043,882.3957585,968.1590476,0.0,0,0.0,0.0,0,0,0,3.825630903,3.2535600660000004,3.057513952,0
143,Zambia,85.0,5.129,131.0,4.1930000000000005,0.0,0.0,0.0,0.0,138.0,4.107,59.534,60.294,60.812,61.195,0,1337.79611,1280.578898,1534.865371,1556.334482,1291.343357,6.51,6.39,6.49,0,0,0,4.3475437160000014,3.932777405,4.041488171,0
144,Zimbabwe,115.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,146.0,3.663,0.0,0.0,0.0,0.0,0,1445.071062,1464.583529,1548.1700560000004,1683.740577,1463.98591,5.73,5.72,5.65,0,0,0,3.7354002,3.63830018,3.616479874,0
